token_1,ws,token_2,count
this,1_SP,+,60
;,2_NL_1_TB,return,479
",",1_NL_1_TB,IDENTIFIER,168
{,2_NL_1_TB,super,11
),1_NL_1_TB,.,18
;,1_NL_2_TB,return,146
),0_None,==,68
==,0_None,IDENTIFIER,25
IDENTIFIER,1_NL_2_TB,),48
},1_NL_2_SP,COMMENT,2
COMMENT,1_NL_2_TB,IDENTIFIER,82
IDENTIFIER,0_None,?,8
?,0_None,STRING_LITERAL,2
:,0_None,STRING_LITERAL,2
;,1_NL_2_TB,IDENTIFIER,6
>,0_None,INTEGER_LITERAL,12
),0_None,<=,2
<=,0_None,IDENTIFIER,34
COMMENT,2_NL,for,92
;,2_NL_2_TB,try,4
switch,0_None,(,36
{,1_NL_1_TB,case,251
:,1_NL_1_TB,break,111
;,1_NL_1_TB,case,495
:,1_NL_1_TB,if,33
:,1_NL_1_TB,IDENTIFIER,507
;,1_NL_1_TB,default,105
;,2_NL_2_TB,},30
(,1_NL_1_TB,this,6
INTEGER_LITERAL,1_NL_1_TB,),6
{,2_NL_1_TB,final,106
(,1_NL_2_TB,new,38
;,2_NL_6_TB,IDENTIFIER,8
;,4_NL,IDENTIFIER,9
;,2_NL_13_TB,private,3
),1_NL_3_SP,.,43
:,1_NL_1_TB,COMMENT,57
COMMENT,1_NL_1_TB,case,101
",",1_NL_1_TB,this,9
{,1_NL,throw,74
),1_NL_4_TB,),20
},0_None,catch,100
-=,1_SP,INTEGER_LITERAL,18
),1_NL_3_TB,.,2
),2_SP,IDENTIFIER,6
),0_None,*,23
*,0_None,IDENTIFIER,17
],0_None,!=,8
!=,0_None,-,10
},5_NL,AT,15
IDENTIFIER,1_NL_5_TB,.,5
;,1_NL_6_TB,},14
;,4_NL,if,2
{,1_NL_1_TB,break,47
INTEGER_LITERAL,0_None,+,4
;,2_NL_1_TB,private,32
transient,1_SP,boolean,21
COMMENT,2_NL_2_TB,IDENTIFIER,2
>,2_SP,IDENTIFIER,7
),0_None,/,18
/,0_None,INTEGER_LITERAL,30
try,0_None,(,26
{,1_NL_1_TB,public,716
),1_NL_7_TB,.,2
;,1_NL_7_TB,COMMENT,4
{,2_NL_1_TB,try,357
{,2_NL_1_TB,for,13
COMMENT,1_NL_2_SP,COMMENT,15
COMMENT,2_NL_2_TB,return,11
;,2_NL_2_TB,private,36
],1_SP,COMMENT,5
;,1_NL_5_TB,},96
),1_NL_4_TB,.,2
},0_None,else,69
{,1_NL_5_TB,continue,7
>,1_NL_2_TB,IDENTIFIER,8
=,1_NL,IDENTIFIER,15
;,1_NL_1_TB,int,2
",",1_SP,!,43
;,2_NL_2_TB,final,3
?,1_NL,IDENTIFIER,9
),1_NL_5_SP,:,5
:,1_NL_5_TB,IDENTIFIER,5
",",0_None,new,91
),1_NL_1_TB,continue,332
;,3_NL_14_TB,public,1
IDENTIFIER,1_NL,double,7
else,1_NL_1_TB,return,24
;,1_NL_1_TB,IDENTIFIER,516
;,2_NL_1_TB,try,19
;,2_NL_5_SP,COMMENT,2
COMMENT,2_NL_4_TB,if,1
{,2_NL_1_TB,default,4
},3_NL,default,1
),1_NL_4_TB,.,1
IDENTIFIER,1_NL_1_SP,public,2
{,1_NL_2_TB,throw,2
{,1_NL_1_TB,protected,12
{,3_NL_1_TB,public,20
),1_NL_9_SP,.,19
;,1_NL_9_TB,COMMENT,3
STRING_LITERAL,1_NL_1_TB,),7
{,1_NL_1_TB,switch,73
:,1_SP,COMMENT,155
COMMENT,1_NL_1_TB,IDENTIFIER,14
:,1_NL_1_TB,return,132
},4_NL_1_SP,},8
implements,1_NL_2_TB,IDENTIFIER,4
IDENTIFIER,1_NL_2_SP,{,7
+=,0_None,IDENTIFIER,120
;,1_NL_1_TB,this,6
{,1_NL_1_TB,byte,17
;,2_NL_2_TB,while,6
{,2_NL_1_TB,protected,16
;,2_NL_1_TB,synchronized,4
),1_NL_1_TB,?,9
IDENTIFIER,1_NL,?,4
),1_NL_1_TB,:,6
NULL_LITERAL,1_NL_1_TB,),3
:,1_NL_1_TB,throw,101
{,2_NL_1_TB,{,1
},0_None,finally,13
STRING_LITERAL,1_NL_1_TB,+,17
;,3_NL_1_TB,COMMENT,6
;,5_NL,IDENTIFIER,1
class,1_NL_1_TB,),3
),1_NL,==,2
IDENTIFIER,0_None,|,6
|,0_None,IDENTIFIER,6
),1_NL_5_TB,.,4
=,1_SP,~,200
~,0_None,~,3
~,0_None,IDENTIFIER,257
:,0_None,this,3
IDENTIFIER,2_SP,extends,32
{,2_NL,COMMENT,40
COMMENT,2_NL_1_TB,public,3
(,1_NL_2_TB,NULL_LITERAL,2
INTEGER_LITERAL,1_NL_2_TB,),2
;,3_NL,try,39
",",0_None,BOOL_LITERAL,21
;,2_NL_1_TB,for,9
),1_NL_14_SP,.,7
;,2_NL_14_TB,for,4
STRING_LITERAL,1_NL_2_TB,",",24
),1_NL,?,3
;,2_NL_2_TB,return,139
;,2_NL_1_TB,COMMENT,147
},3_NL,try,4
},3_NL,throw,1
),1_NL_36_SP,.,6
;,1_NL_37_TB,},9
IDENTIFIER,1_NL_3_SP,IDENTIFIER,2
;,2_NL_3_SP,private,12
;,1_NL_3_TB,private,8
this,1_NL_2_TB,),5
),1_NL_3_TB,),3
return,1_NL_2_TB,IDENTIFIER,1
",",0_None,this,72
;,2_NL_2_TB,AT,4
public,1_NL,static,1
default,1_SP,STRING_LITERAL,201
default,1_SP,{,59
),1_NL_2_TB,&&,450
&&,1_SP,boolean,1
&=,1_SP,(,20
},6_NL,EOF,1
),2_NL,IDENTIFIER,3
>,1_SP,",",1
",",0_None,(,42
;,2_NL_4_TB,for,1
COMMENT,2_NL_1_TB,},100
IDENTIFIER,1_NL_1_TB,&&,4
],1_NL_1_TB,),4
IDENTIFIER,1_NL_2_TB,&&,2
],1_NL,),2
;,2_NL_13_TB,public,1
?,1_NL_1_TB,new,1
:,1_NL_1_TB,new,1
BOOL_LITERAL,1_NL_1_TB,),2
{,3_NL_1_TB,try,1
},3_NL,for,7
),1_NL_6_TB,.,2
;,2_NL_6_TB,COMMENT,5
COMMENT,1_NL_2_TB,COMMENT,5
COMMENT,1_NL_1_TB,},7
",",1_NL_2_TB,INTEGER_LITERAL,1
",",1_NL_1_TB,new,1
{,1_NL_2_TB,new,2
},1_NL_2_TB,},16
=,0_None,-,7
+,0_None,this,4
this,0_None,+,1
;,2_NL_2_TB,if,101
(,1_NL_1_TB,NULL_LITERAL,1
;,1_NL_1_TB,try,1
IDENTIFIER,1_NL_3_TB,.,1
",",1_NL_11_SP,IDENTIFIER,28
;,2_NL_11_TB,if,1
STRING_LITERAL,1_NL_8_TB,+,1
;,1_NL_9_TB,},24
return,1_NL_2_TB,STRING_LITERAL,1
),1_NL,continue,1
},2_NL_1_TB,IDENTIFIER,1
return,1_NL_1_TB,STRING_LITERAL,1
;,1_NL_1_TB,final,1
INTEGER_LITERAL,0_None,?,2
INTEGER_LITERAL,1_NL_2_TB,||,1
},2_NL_1_SP,private,1
{,1_NL_2_TB,if,10
(,1_NL_4_SP,AT,37
),1_NL_4_SP,{,113
?,1_SP,BOOL_LITERAL,41
BOOL_LITERAL,1_SP,:,39
),1_SP,boolean,62
),1_NL_4_SP,IDENTIFIER,14
),1_NL_85_SP,IDENTIFIER,2
",",1_NL_4_SP,AT,2
;,2_NL_85_SP,IDENTIFIER,2
IDENTIFIER,1_SP,private,198
),1_NL_4_SP,},22
(,1_NL,IDENTIFIER,54
+,1_NL,IDENTIFIER,476
{,1_NL_49_SP,if,2
;,0_None,;,279
",",1_NL_45_SP,boolean,1
{,1_NL_41_SP,IDENTIFIER,36
{,1_NL_43_SP,try,1
{,1_NL_35_SP,try,1
{,1_NL_33_SP,try,1
{,2_NL,if,15
->,1_SP,this,53
*,1_SP,new,1
;,5_NL,public,3
),1_NL_2_TB,throws,53
{,2_NL_1_TB,COMMENT,15
COMMENT,1_NL_12_SP,},13
{,3_NL_1_TB,COMMENT,19
{,1_NL_42_SP,return,4
?,1_NL_2_SP,new,1
},1_SP,:,11
public,2_SP,IDENTIFIER,5
->,1_NL_2_SP,IDENTIFIER,9
&&,1_NL_2_SP,IDENTIFIER,15
->,1_NL_2_SP,COMMENT,1
),1_NL_2_SP,.,33
;,3_NL_8_SP,COMMENT,2
+,1_NL_8_SP,IDENTIFIER,463
{,1_NL_8_SP,STRING_LITERAL,9
{,1_NL_8_SP,AT,154
),1_NL_8_SP,},62
),22_SP,COMMENT,1
),29_SP,COMMENT,1
),43_SP,COMMENT,1
:,1_NL_8_SP,IDENTIFIER,59
},2_NL_3_TB,AT,44
(,1_NL_2_TB,this,1
=,1_NL_2_TB,new,14
},2_NL_3_SP,COMMENT,15
},2_NL_3_TB,COMMENT,19
COMMENT,1_NL_3_SP,AT,17
{,1_NL_2_TB,IDENTIFIER,7
{,1_NL_2_TB,return,5
COMMENT,1_NL_3_TB,AT,5
;,1_NL_5_SP,IDENTIFIER,3
COMMENT,1_NL_7_SP,},5
{,2_NL_1_TB,public,2
NULL_LITERAL,1_NL_2_TB,&&,134
{,1_NL_32_TB,if,1
{,2_NL_5_SP,IDENTIFIER,3
),1_NL_8_SP,IDENTIFIER,20
;,4_TB,COMMENT,1
;,2_TB,COMMENT,1
;,2_NL_2_TB,int,1
),1_SP,continue,1030
->,1_SP,-,5
COMMENT,1_NL_8_SP,if,49
COMMENT,1_NL_3_SP,public,16
{,0_None,this,9
;,1_NL_2_SP,},15
{,1_NL_7_SP,IDENTIFIER,41
{,1_NL_2_TB,COMMENT,2
COMMENT,1_NL_3_SP,return,12
},1_NL_7_TB,},11
transient,1_SP,volatile,2
{,1_NL_1_TB,this,16
?,1_SP,this,56
),1_SP,throw,2933
COMMENT,2_NL_3_SP,COMMENT,1
{,1_NL_4_SP,continue,286
),1_NL_8_SP,/,5
;,2_NL_8_SP,double,19
),1_NL_8_SP,*,3
;,1_NL_8_SP,double,14
final,1_SP,static,625
COMMENT,1_NL,do,47
else,1_SP,IDENTIFIER,695
STRING_LITERAL,1_NL_2_TB,+,87
},1_NL_1_TB,COMMENT,90
},1_NL_1_SP,COMMENT,24
COMMENT,1_NL_2_TB,},24
else,1_SP,return,99
else,1_SP,this,22
;,2_NL_1_TB,COMMENT,15
+,1_NL_1_TB,STRING_LITERAL,149
||,1_NL_5_SP,IDENTIFIER,26
;,2_NL_1_TB,protected,10
;,2_NL_7_SP,protected,10
;,2_NL_7_TB,COMMENT,10
;,1_NL_2_TB,if,166
+,2_SP,STRING_LITERAL,19
;,1_NL,char,114
",",1_NL_2_TB,STRING_LITERAL,58
||,1_NL_4_TB,(,40
{,1_NL_3_TB,IDENTIFIER,53
||,1_NL_2_TB,(,59
",",1_NL_2_TB,IDENTIFIER,159
+,1_NL_6_TB,STRING_LITERAL,10
+,1_NL_4_TB,STRING_LITERAL,121
},2_SP,else,26
+,1_NL_3_TB,STRING_LITERAL,58
;,2_NL_3_TB,COMMENT,271
STRING_LITERAL,1_NL_4_TB,+,42
;,2_NL_18_TB,COMMENT,24
",",1_NL_3_TB,IDENTIFIER,71
{,1_NL_2_TB,this,9
COMMENT,3_NL,AT,3
(,1_NL_4_TB,IDENTIFIER,5
",",1_NL_2_TB,new,45
COMMENT,2_NL,boolean,16
},2_SP,catch,47
;,3_NL_1_TB,private,31
),1_NL_1_TB,&&,11
),1_SP,if,422
),1_NL_1_TB,if,34
;,1_NL_1_TB,COMMENT,166
COMMENT,1_NL_1_TB,else,72
;,2_NL_1_TB,boolean,748
COMMENT,1_NL_1_TB,COMMENT,43
||,1_NL_2_TB,IDENTIFIER,86
&&,1_NL_2_TB,!,371
=,1_NL_2_TB,IDENTIFIER,34
;,1_NL_1_TB,boolean,34
",",2_SP,new,33
;,1_NL,do,511
{,1_NL_1_TB,for,83
{,1_NL_1_TB,COMMENT,87
else,1_SP,COMMENT,80
COMMENT,1_NL_1_TB,if,38
{,2_NL_1_TB,IDENTIFIER,70
{,2_NL_47_TB,if,34
COMMENT,1_NL_1_SP,},66
;,1_NL_2_TB,for,39
;,3_NL_2_TB,IDENTIFIER,2
:,1_NL_1_TB,switch,2
;,1_NL_2_TB,try,10
?,2_SP,STRING_LITERAL,1
&&,1_NL_3_SP,(,1
{,1_NL_2_TB,IDENTIFIER,16
IDENTIFIER,2_SP,+,185
+,2_SP,IDENTIFIER,211
{,1_NL_1_TB,throw,740
&&,1_NL,!,214
;,1_NL_2_TB,int,29
synchronized,0_None,(,56
",",1_NL_2_TB,(,61
{,2_NL_1_TB,synchronized,9
",",1_NL_2_TB,(,33
&&,1_NL_2_TB,(,28
{,2_NL_1_TB,if,24
",",1_NL_2_TB,new,382
||,1_NL_2_TB,!,24
{,1_NL_3_TB,throw,58
||,1_NL,(,33
;,2_NL_2_TB,boolean,26
&&,1_SP,STRING_LITERAL,70
+,1_NL_2_TB,IDENTIFIER,34
+,1_NL,(,84
",",1_NL_10_SP,STRING_LITERAL,36
;,1_NL_10_TB,public,35
",",1_NL_9_SP,STRING_LITERAL,37
;,2_NL_9_TB,COMMENT,36
STRING_LITERAL,2_SP,+,78
;,3_SP,COMMENT,67
COMMENT,1_NL,switch,216
",",1_NL_3_SP,IDENTIFIER,20
;,3_NL,void,15
;,1_NL_1_TB,private,19
;,2_NL_2_TB,synchronized,15
;,3_NL_1_TB,},4
},1_NL_1_TB,AT,3
",",1_NL_8_TB,IDENTIFIER,3
{,2_NL_7_TB,IDENTIFIER,3
{,2_NL_11_TB,IDENTIFIER,6
;,2_NL_2_TB,for,35
+,1_NL_6_SP,STRING_LITERAL,33
;,1_NL_8_TB,for,31
{,1_NL_2_TB,throw,62
{,1_NL_1_TB,private,2
{,1_NL_1_TB,static,18
{,1_NL_11_TB,super,2
},1_NL_4_TB,},23
),1_NL_2_TB,return,8
(,1_NL_3_TB,IDENTIFIER,12
;,1_NL_3_TB,else,12
;,1_NL_2_TB,else,10
;,1_NL_1_TB,},304
},2_NL_2_TB,IDENTIFIER,73
},2_NL_2_TB,return,200
!=,1_SP,(,37
},1_NL_2_TB,return,8
{,2_NL_1_TB,throw,8
),1_NL_2_TB,||,25
},2_NL_2_TB,COMMENT,24
{,1_NL_7_TB,throw,24
{,1_NL_4_TB,IDENTIFIER,10
NULL_LITERAL,1_SP,|,12
;,1_NL_4_TB,IDENTIFIER,19
",",0_None,NULL_LITERAL,31
;,1_NL_1_TB,try,10
},1_NL_1_TB,if,10
final,1_SP,native,136
native,1_SP,int,9
COMMENT,60_TB,;,6
;,2_NL_60_TB,COMMENT,6
native,1_SP,IDENTIFIER,85
COMMENT,83_TB,;,7
;,2_NL_83_TB,COMMENT,7
COMMENT,77_TB,;,18
;,2_NL_77_TB,COMMENT,6
COMMENT,94_TB,;,6
;,2_NL_94_TB,COMMENT,6
COMMENT,138_TB,;,6
;,2_NL_138_TB,COMMENT,6
native,1_SP,void,29
COMMENT,104_TB,;,6
;,2_NL_104_TB,COMMENT,6
COMMENT,91_TB,;,6
;,2_NL_91_TB,COMMENT,6
COMMENT,101_TB,;,6
;,2_NL_101_TB,COMMENT,6
COMMENT,71_TB,;,16
;,2_NL_71_TB,COMMENT,16
COMMENT,81_TB,;,9
;,2_NL_81_TB,COMMENT,9
COMMENT,176_TB,;,6
;,2_NL_176_TB,COMMENT,6
COMMENT,67_TB,;,7
;,2_NL_67_TB,COMMENT,7
native,1_SP,boolean,16
COMMENT,194_TB,;,6
;,2_NL_194_TB,public,6
COMMENT,87_TB,;,12
;,2_NL_87_TB,COMMENT,10
COMMENT,85_TB,;,10
;,2_NL_85_TB,COMMENT,4
COMMENT,125_TB,;,6
;,2_NL_125_TB,COMMENT,6
COMMENT,1969_TB,;,4
;,3_NL_1968_TB,COMMENT,4
COMMENT,2_NL_1_TB,public,6
public,1_SP,native,72
native,1_SP,final,72
;,2_NL_85_TB,public,6
COMMENT,84_TB,;,12
;,2_NL_84_TB,public,12
COMMENT,79_TB,;,6
;,2_NL_79_TB,public,6
;,2_NL_77_TB,public,12
COMMENT,105_TB,;,6
;,2_NL_105_TB,public,6
COMMENT,82_TB,;,6
;,2_NL_82_TB,public,6
COMMENT,92_TB,;,6
;,2_NL_92_TB,public,6
COMMENT,99_TB,;,6
;,2_NL_99_TB,public,6
COMMENT,319_TB,;,6
;,3_NL_319_TB,public,6
COMMENT,134_TB,;,6
;,2_NL_134_TB,COMMENT,6
COMMENT,86_TB,;,6
;,2_NL_86_TB,COMMENT,6
COMMENT,120_TB,;,3
;,2_NL_120_TB,COMMENT,3
;,1_NL_4_TB,if,6
IDENTIFIER,1_SP,;,66
IDENTIFIER,1_NL_2_TB,extends,23
{,2_NL_1_TB,private,17
{,2_NL_1_TB,this,7
;,1_NL_6_SP,COMMENT,3
;,1_NL_6_TB,IDENTIFIER,30
{,2_NL_1_TB,boolean,7
=,2_SP,this,13
),2_SP,throws,49
COMMENT,1_NL_1_TB,default,2
{,1_NL_1_TB,new,3
",",1_NL_6_SP,STRING_LITERAL,5
},1_NL_1_TB,IDENTIFIER,4
&&,1_NL_2_TB,IDENTIFIER,21
;,2_NL_7_TB,private,5
public,2_TB,IDENTIFIER,14
",",2_NL_1_SP,},10
throws,2_SP,IDENTIFIER,11
;,2_NL_7_SP,COMMENT,5
COMMENT,1_NL_7_TB,boolean,3
{,3_NL_1_TB,final,3
;,2_NL_1_TB,public,20
||,1_NL_3_SP,IDENTIFIER,2
},2_NL_9_TB,COMMENT,3
COMMENT,1_NL_9_SP,IDENTIFIER,9
;,2_NL_6_SP,IDENTIFIER,5
{,2_NL_4_SP,for,43
COMMENT,1_NL_3_SP,protected,3
COMMENT,3_NL,if,9
static,1_SP,native,4
COMMENT,172_TB,;,1
;,2_NL_172_TB,COMMENT,1
COMMENT,78_TB,;,2
;,2_NL_78_TB,COMMENT,2
COMMENT,76_TB,;,1
;,2_NL_76_TB,COMMENT,1
COMMENT,199_TB,;,1
;,2_NL_199_TB,COMMENT,1
",",1_NL_12_SP,boolean,2
COMMENT,387_TB,;,1
;,2_NL_400_SP,},1
),4_SP,!=,6
IDENTIFIER,4_SP,=,31
",",1_NL_1_TB,IDENTIFIER,72
+,1_NL_1_TB,IDENTIFIER,34
!=,1_SP,HEX_LITERAL,26
),0_None,BINARY_LITERAL,6
",",1_NL_1_TB,new,10
else,0_None,{,47
},1_NL_1_TB,return,7
COMMENT,1_NL_1_TB,public,7
+,1_NL_36_SP,STRING_LITERAL,20
{,1_NL_7_TB,this,1
STRING_LITERAL,1_NL,",",4
=,0_None,(,15
+,1_NL_4_TB,IDENTIFIER,2
),5_SP,throws,2
try,2_SP,{,4
COMMENT,2_NL,try,64
),2_SP,||,18
",",1_NL_1_TB,STRING_LITERAL,2
||,1_NL_1_TB,!,4
",",1_NL_1_TB,(,4
NULL_LITERAL,1_NL_1_TB,&&,24
{,1_NL_47_TB,if,4
{,1_NL_42_TB,if,4
",",3_NL,COMMENT,5
static,1_SP,enum,7
IDENTIFIER,1_NL_1_TB,},12
(,1_NL,STRING_LITERAL,17
STRING_LITERAL,1_NL_1_TB,+,1
;,3_NL_87_TB,COMMENT,2
COMMENT,1926_TB,;,2
;,3_NL_1925_TB,COMMENT,2
INTEGER_LITERAL,1_SP,!=,29
==,0_None,STRING_LITERAL,11
",",4_NL,COMMENT,2
;,2_NL_26_TB,COMMENT,4
",",1_NL_10_SP,IDENTIFIER,5
{,1_NL_9_TB,for,1
{,2_NL_1_TB,char,7
=,1_NL_5_SP,STRING_LITERAL,7
STRING_LITERAL,1_NL_3_TB,.,7
",",1_NL_1_TB,BOOL_LITERAL,7
=,1_NL_1_TB,STRING_LITERAL,2
COMMENT,1_NL_7_SP,AT,1
COMMENT,1_NL_7_SP,IDENTIFIER,15
{,2_NL_2_TB,IDENTIFIER,6
;,1_NL_6_SP,return,27
",",11_NL,COMMENT,1
",",6_NL,COMMENT,1
),1_NL_2_TB,&&,1
{,3_SP,COMMENT,625
),0_None,throws,34
IDENTIFIER,0_None,*,19
*,0_None,INTEGER_LITERAL,40
IDENTIFIER,0_None,/,31
|,1_NL_2_TB,IDENTIFIER,4
|,1_NL,IDENTIFIER,4
static,1_SP,private,11
->,1_NL_2_TB,IDENTIFIER,7
;,3_NL_1_TB,protected,2
==,0_None,INTEGER_LITERAL,29
throws,1_NL_2_TB,IDENTIFIER,2
",",1_NL_30_TB,boolean,2
),1_NL_8_TB,throws,2
),1_NL_36_TB,throws,4
",",1_NL_7_SP,IDENTIFIER,15
{,1_NL_8_TB,IDENTIFIER,2
{,2_NL_8_SP,private,1
{,2_NL_6_TB,IDENTIFIER,1
},2_NL_7_SP,COMMENT,14
COMMENT,1_NL_7_TB,private,2
+,1_SP,HEX_LITERAL,18
COMMENT,1_NL_7_TB,AT,1
},2_NL_7_SP,public,2
{,1_NL_6_TB,IDENTIFIER,4
},2_NL,interface,148
IDENTIFIER,2_SP,(,2
",",4_SP,COMMENT,9
",",2_SP,COMMENT,37
COMMENT,2_NL_4_TB,private,1
=,1_NL_2_TB,STRING_LITERAL,6
;,1_NL_4_TB,try,5
},1_NL_3_SP,COMMENT,9
;,1_NL_3_SP,COMMENT,4
COMMENT,1_NL_3_TB,if,2
),1_NL_1_TB,COMMENT,3
+,1_NL_15_SP,STRING_LITERAL,4
),1_NL_17_TB,),2
STRING_LITERAL,1_SP,",",14
COMMENT,1_NL_7_TB,IDENTIFIER,5
",",1_NL_4_TB,IDENTIFIER,1
),2_SP,+,5
STRING_LITERAL,1_NL_1_TB,),1
;,3_NL,while,1
protected,1_SP,class,11
abstract,1_SP,protected,9
;,2_NL,abstract,303
...,0_None,IDENTIFIER,29
IDENTIFIER,1_SP,...,51
abstract,1_SP,public,20
{,2_NL_8_SP,public,1
IDENTIFIER,1_NL_7_TB,public,1
;,1_NL_1_TB,switch,4
;,2_NL_6_TB,private,1
",",1_NL_2_TB,NULL_LITERAL,1
{,3_NL_1_TB,private,3
IDENTIFIER,1_NL_8_SP,=,17
},5_NL,EOF,3
{,2_NL_4_SP,synchronized,14
{,1_NL_12_SP,double,1
;,2_NL_2_SP,void,1
},1_NL_7_SP,COMMENT,14
},4_NL,private,6
",",1_NL_2_SP,new,28
;,2_NL_2_SP,if,19
",",1_NL_2_SP,this,4
",",1_NL,super,2
IDENTIFIER,1_NL_2_SP,),71
),1_NL_2_SP,),202
;,1_NL_2_SP,break,10
:,0_None,COMMENT,5
IDENTIFIER,1_NL_2_SP,extends,29
",",1_NL_38_SP,int,3
;,1_NL_2_SP,final,7
;,1_NL_5_SP,IDENTIFIER,41
},0_None,.,34
{,2_NL_2_SP,this,8
;,2_NL_4_SP,void,3
),1_NL_8_SP,throws,1618
COMMENT,2_NL_2_SP,},1
COMMENT,2_NL,},6
},1_NL_2_SP,public,19
?,1_NL_4_SP,!,729
},4_NL,EOF,5
final,1_SP,private,35
",",1_NL_8_SP,int,527
COMMENT,1_NL_4_SP,AT,7
{,1_NL_4_SP,assert,2
COMMENT,1_NL_12_SP,COMMENT,8
{,1_NL_4_SP,char,164
>=,1_SP,HEX_LITERAL,240
<,1_SP,HEX_LITERAL,177
char,0_None,),278
+,1_NL_8_SP,(,157
(,0_None,HEX_LITERAL,358
HEX_LITERAL,1_SP,|,219
|,1_SP,(,576
:,1_NL_4_SP,COMMENT,954
COMMENT,1_NL_4_SP,case,95
:,1_NL_4_SP,if,966
),1_NL_8_SP,:,80
;,1_NL_12_SP,case,134
;,1_NL,short,122
&,1_SP,~,186
~,0_None,HEX_LITERAL,130
|=,1_SP,(,239
),1_SP,|,367
],1_SP,<<,49
|,1_SP,HEX_LITERAL,118
{,1_NL_4_SP,char,42
*,1_NL_8_SP,(,31
:,1_NL_4_SP,for,67
COMMENT,1_NL_3_SP,COMMENT,16
++,1_SP,>=,2
IDENTIFIER,1_NL,int,181
>,1_NL,{,1774
||,1_NL_8_SP,IDENTIFIER,248
;,1_NL_8_SP,throw,165
:,1_NL,},33
],1_NL_8_SP,:,2
},1_NL_8_SP,:,10
:,1_NL_4_SP,break,193
COMMENT,1_NL_8_SP,?,51
},1_NL,:,10
;,1_NL_8_SP,try,105
COMMENT,1_NL_3_SP,private,4
COMMENT,1_NL_4_SP,throw,32
*,1_SP,HEX_LITERAL,30
<,1_SP,(,102
;,1_NL_8_SP,IDENTIFIER,68
||,1_NL_8_SP,!,39
synchronized,1_SP,long,72
",",1_NL_8_SP,boolean,258
),1_NL_8_SP,||,156
COMMENT,1_NL,INTEGER_LITERAL,508
INTEGER_LITERAL,1_NL_8_SP,),1265
",",1_NL_4_SP,COMMENT,118
",",1_NL_8_SP,INTEGER_LITERAL,186
",",1_NL_8_SP,new,634
",",1_NL_8_SP,COMMENT,36
{,1_NL_4_SP,try,497
{,1_NL_4_SP,short,74
return,1_SP,byte,39
:,1_NL_4_SP,throw,922
class,1_SP,==,472
},1_NL,private,43
volatile,1_SP,long,130
{,1_NL_4_SP,int,31
IDENTIFIER,1_NL,long,78
{,1_NL_8_SP,new,32
IDENTIFIER,1_NL_8_SP,},42
{,1_NL_4_SP,break,84
",",1_NL_8_SP,final,256
;,2_NL,{,116
?,1_NL_8_SP,NULL_LITERAL,33
",",1_SP,--,28
--,0_None,IDENTIFIER,119
",",1_NL_8_SP,long,214
==,1_NL_8_SP,IDENTIFIER,56
),1_NL,final,93
=,1_NL,new,21
},1_NL_8_SP,COMMENT,66
COMMENT,2_NL_8_SP,COMMENT,8
},4_NL_4_SP,},8
;,1_NL_16_SP,IDENTIFIER,349
),1_NL,*,19
;,1_NL_8_SP,break,135
{,1_SP,this,15
COMMENT,1_NL_8_SP,IDENTIFIER,145
COMMENT,1_NL_8_SP,return,18
:,1_NL_4_SP,char,6
},1_SP,if,10
COMMENT,1_NL_8_SP,:,12
COMMENT,1_NL_4_SP,int,22
||,1_NL_8_SP,(,24
IDENTIFIER,1_NL_8_SP,&&,57
{,1_NL_12_SP,int,2
?,1_NL_8_SP,STRING_LITERAL,16
",",2_NL_4_SP,;,3
COMMENT,1_SP,{,18
COMMENT,2_NL_3_TB,COMMENT,3
IDENTIFIER,1_NL_8_SP,||,35
INTEGER_LITERAL,1_NL_8_SP,&&,13
INTEGER_LITERAL,2_SP,COMMENT,6
COMMENT,1_NL,&&,14
&&,1_SP,INTEGER_LITERAL,24
;,1_SP,!,17
",",1_SP,COMMENT,671
{,1_NL_4_SP,synchronized,47
COMMENT,1_NL_4_SP,this,8
",",1_NL_8_SP,short,1
IDENTIFIER,1_NL_8_SP,^,1
STRING_LITERAL,1_NL,:,43
;,1_NL_16_SP,break,27
;,1_SP,(,178
(,1_NL_8_SP,NULL_LITERAL,17
COMMENT,1_NL_8_SP,.,27
>,1_SP,HEX_LITERAL,27
HEX_LITERAL,1_SP,),149
return,1_SP,++,25
COMMENT,1_NL_4_SP,void,5
{,1_SP,NULL_LITERAL,11
NULL_LITERAL,1_SP,},11
COMMENT,1_NL,STRING_LITERAL,89
",",2_SP,STRING_LITERAL,23
COMMENT,1_NL_8_SP,boolean,4
IDENTIFIER,1_NL_8_SP,:,35
{,1_NL_4_SP,final,30
NULL_LITERAL,1_SP,COMMENT,14
COMMENT,0_None,",",90
BOOL_LITERAL,0_None,COMMENT,30
BOOL_LITERAL,1_SP,COMMENT,16
{,3_NL_4_SP,IDENTIFIER,5
{,0_None,NULL_LITERAL,9
NULL_LITERAL,0_None,},9
?,1_NL_24_SP,IDENTIFIER,3
;,1_NL_24_SP,int,1
COMMENT,1_NL,assert,30
COMMENT,1_NL_8_SP,byte,3
-,1_NL_8_SP,(,3
",",2_NL,;,22
COMMENT,1_NL_4_SP,if,47
implements,1_NL_8_SP,IDENTIFIER,67
STRING_LITERAL,1_NL,COMMENT,10
COMMENT,1_NL,+,45
;,1_NL_16_SP,return,71
{,0_None,(,25
:,1_NL_8_SP,new,6
